Nacional	Comunidades y Ciudades Autónomas	Covid-19	Sexo	Edad	Total
Total nacional	Rioja, La	Otras causas	Total	De 70 a 74 años	229
Total nacional	Rioja, La	Otras causas	Total	De 75 a 79 años	283
Total nacional	Rioja, La	Otras causas	Total	De 80 a 84 años	424
Total nacional	Rioja, La	Otras causas	Total	De 85 a 89 años	700
Total nacional	Rioja, La	Otras causas	Total	De 90 a 94 años	553
Total nacional	Rioja, La	Otras causas	Total	95 y más años	343
Total nacional	Rioja, La	Otras causas	Hombres	Total	1.580
Total nacional	Rioja, La	Otras causas	Hombres	De 0 a 49 años	59
Total nacional	Rioja, La	Otras causas	Hombres	De 50 a 54 años	36
Total nacional	Rioja, La	Otras causas	Hombres	De 55 a 59 años	60
Total nacional	Rioja, La	Otras causas	Hombres	De 60 a 64 años	96
Total nacional	Rioja, La	Otras causas	Hombres	De 65 a 69 años	118
Total nacional	Rioja, La	Otras causas	Hombres	De 70 a 74 años	151
Total nacional	Rioja, La	Otras causas	Hombres	De 75 a 79 años	177
Total nacional	Rioja, La	Otras causas	Hombres	De 80 a 84 años	248
Total nacional	Rioja, La	Otras causas	Hombres	De 85 a 89 años	342
Total nacional	Rioja, La	Otras causas	Hombres	De 90 a 94 años	200
Total nacional	Rioja, La	Otras causas	Hombres	95 y más años	93
Total nacional	Rioja, La	Otras causas	Mujeres	Total	1.499
Total nacional	Rioja, La	Otras causas	Mujeres	De 0 a 49 años	25
Total nacional	Rioja, La	Otras causas	Mujeres	De 50 a 54 años	19
Total nacional	Rioja, La	Otras causas	Mujeres	De 55 a 59 años	33
Total nacional	Rioja, La	Otras causas	Mujeres	De 60 a 64 años	42
Total nacional	Rioja, La	Otras causas	Mujeres	De 65 a 69 años	59
Total nacional	Rioja, La	Otras causas	Mujeres	De 70 a 74 años	78
Total nacional	Rioja, La	Otras causas	Mujeres	De 75 a 79 años	106
Total nacional	Rioja, La	Otras causas	Mujeres	De 80 a 84 años	176
Total nacional	Rioja, La	Otras causas	Mujeres	De 85 a 89 años	358
Total nacional	Rioja, La	Otras causas	Mujeres	De 90 a 94 años	353
Total nacional	Rioja, La	Otras causas	Mujeres	95 y más años	250
Total nacional	Ceuta	Total	Total	Total	633
Total nacional	Ceuta	Total	Total	De 0 a 49 años	35
Total nacional	Ceuta	Total	Total	De 50 a 54 años	17
Total nacional	Ceuta	Total	Total	De 55 a 59 años	29
Total nacional	Ceuta	Total	Total	De 60 a 64 años	57
Total nacional	Ceuta	Total	Total	De 65 a 69 años	50
Total nacional	Ceuta	Total	Total	De 70 a 74 años	74
Total nacional	Ceuta	Total	Total	De 75 a 79 años	73
Total nacional	Ceuta	Total	Total	De 80 a 84 años	98
Total nacional	Ceuta	Total	Total	De 85 a 89 años	116
Total nacional	Ceuta	Total	Total	De 90 a 94 años	61
Total nacional	Ceuta	Total	Total	95 y más años	23
Total nacional	Ceuta	Total	Hombres	Total	306
Total nacional	Ceuta	Total	Hombres	De 0 a 49 años	26
Total nacional	Ceuta	Total	Hombres	De 50 a 54 años	14
Total nacional	Ceuta	Total	Hombres	De 55 a 59 años	23
Total nacional	Ceuta	Total	Hombres	De 60 a 64 años	29
Total nacional	Ceuta	Total	Hombres	De 65 a 69 años	27
Total nacional	Ceuta	Total	Hombres	De 70 a 74 años	44
Total nacional	Ceuta	Total	Hombres	De 75 a 79 años	36
Total nacional	Ceuta	Total	Hombres	De 80 a 84 años	43
Total nacional	Ceuta	Total	Hombres	De 85 a 89 años	41
Total nacional	Ceuta	Total	Hombres	De 90 a 94 años	14
Total nacional	Ceuta	Total	Hombres	95 y más años	9
Total nacional	Ceuta	Total	Mujeres	Total	327
Total nacional	Ceuta	Total	Mujeres	De 0 a 49 años	9
Total nacional	Ceuta	Total	Mujeres	De 50 a 54 años	3
Total nacional	Ceuta	Total	Mujeres	De 55 a 59 años	6
Total nacional	Ceuta	Total	Mujeres	De 60 a 64 años	28
Total nacional	Ceuta	Total	Mujeres	De 65 a 69 años	23
Total nacional	Ceuta	Total	Mujeres	De 70 a 74 años	30
Total nacional	Ceuta	Total	Mujeres	De 75 a 79 años	37
Total nacional	Ceuta	Total	Mujeres	De 80 a 84 años	55
Total nacional	Ceuta	Total	Mujeres	De 85 a 89 años	75
Total nacional	Ceuta	Total	Mujeres	De 90 a 94 años	47
Total nacional	Ceuta	Total	Mujeres	95 y más años	14
Total nacional	Ceuta	Covid-19 Virus identificado	Total	Total	59
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 0 a 49 años	1
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 55 a 59 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 60 a 64 años	9
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 65 a 69 años	8
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 70 a 74 años	10
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 75 a 79 años	6
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 80 a 84 años	9
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 85 a 89 años	12
Total nacional	Ceuta	Covid-19 Virus identificado	Total	De 90 a 94 años	1
Total nacional	Ceuta	Covid-19 Virus identificado	Total	95 y más años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	Total	30
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 0 a 49 años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 55 a 59 años	1
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 60 a 64 años	7
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 65 a 69 años	5
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 70 a 74 años	7
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 75 a 79 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 80 a 84 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 85 a 89 años	4
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	De 90 a 94 años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Hombres	95 y más años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	Total	29
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	1
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	2
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	2
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	3
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	6
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	8
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	1
Total nacional	Ceuta	Covid-19 Virus identificado	Mujeres	95 y más años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	Total	4
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 80 a 84 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 85 a 89 años	2
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	De 90 a 94 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Total	95 y más años	2
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	Total	2
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 0 a 49 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 55 a 59 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 60 a 64 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 65 a 69 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 70 a 74 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 75 a 79 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 80 a 84 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 85 a 89 años	1
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	De 90 a 94 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Hombres	95 y más años	1
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	Total	2
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 0 a 49 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 50 a 54 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 55 a 59 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 60 a 64 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 65 a 69 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 70 a 74 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 75 a 79 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 80 a 84 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 85 a 89 años	1
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	De 90 a 94 años	..
Total nacional	Ceuta	Covid-19 Virus no identificado (sospechoso)	Mujeres	95 y más años	1
Total nacional	Ceuta	Otras causas	Total	Total	570
Total nacional	Ceuta	Otras causas	Total	De 0 a 49 años	34
Total nacional	Ceuta	Otras causas	Total	De 50 a 54 años	17
Total nacional	Ceuta	Otras causas	Total	De 55 a 59 años	26
Total nacional	Ceuta	Otras causas	Total	De 60 a 64 años	48
Total nacional	Ceuta	Otras causas	Total	De 65 a 69 años	42
Total nacional	Ceuta	Otras causas	Total	De 70 a 74 años	64
Total nacional	Ceuta	Otras causas	Total	De 75 a 79 años	67
Total nacional	Ceuta	Otras causas	Total	De 80 a 84 años	89
Total nacional	Ceuta	Otras causas	Total	De 85 a 89 años	102
Total nacional	Ceuta	Otras causas	Total	De 90 a 94 años	60
Total nacional	Ceuta	Otras causas	Total	95 y más años	21
Total nacional	Ceuta	Otras causas	Hombres	Total	274
Total nacional	Ceuta	Otras causas	Hombres	De 0 a 49 años	26
Total nacional	Ceuta	Otras causas	Hombres	De 50 a 54 años	14
Total nacional	Ceuta	Otras causas	Hombres	De 55 a 59 años	22
Total nacional	Ceuta	Otras causas	Hombres	De 60 a 64 años	22
Total nacional	Ceuta	Otras causas	Hombres	De 65 a 69 años	22
Total nacional	Ceuta	Otras causas	Hombres	De 70 a 74 años	37
Total nacional	Ceuta	Otras causas	Hombres	De 75 a 79 años	33
Total nacional	Ceuta	Otras causas	Hombres	De 80 a 84 años	40
Total nacional	Ceuta	Otras causas	Hombres	De 85 a 89 años	36
Total nacional	Ceuta	Otras causas	Hombres	De 90 a 94 años	14
Total nacional	Ceuta	Otras causas	Hombres	95 y más años	8
Total nacional	Ceuta	Otras causas	Mujeres	Total	296
Total nacional	Ceuta	Otras causas	Mujeres	De 0 a 49 años	8
Total nacional	Ceuta	Otras causas	Mujeres	De 50 a 54 años	3
Total nacional	Ceuta	Otras causas	Mujeres	De 55 a 59 años	4
Total nacional	Ceuta	Otras causas	Mujeres	De 60 a 64 años	26
Total nacional	Ceuta	Otras causas	Mujeres	De 65 a 69 años	20
Total nacional	Ceuta	Otras causas	Mujeres	De 70 a 74 años	27
Total nacional	Ceuta	Otras causas	Mujeres	De 75 a 79 años	34
Total nacional	Ceuta	Otras causas	Mujeres	De 80 a 84 años	49
Total nacional	Ceuta	Otras causas	Mujeres	De 85 a 89 años	66
Total nacional	Ceuta	Otras causas	Mujeres	De 90 a 94 años	46
Total nacional	Ceuta	Otras causas	Mujeres	95 y más años	13
Total nacional	Melilla	Total	Total	Total	560
Total nacional	Melilla	Total	Total	De 0 a 49 años	40
Total nacional	Melilla	Total	Total	De 50 a 54 años	22
Total nacional	Melilla	Total	Total	De 55 a 59 años	25
Total nacional	Melilla	Total	Total	De 60 a 64 años	40
Total nacional	Melilla	Total	Total	De 65 a 69 años	43
Total nacional	Melilla	Total	Total	De 70 a 74 años	54
Total nacional	Melilla	Total	Total	De 75 a 79 años	63
Total nacional	Melilla	Total	Total	De 80 a 84 años	105
Total nacional	Melilla	Total	Total	De 85 a 89 años	76
Total nacional	Melilla	Total	Total	De 90 a 94 años	74
Total nacional	Melilla	Total	Total	95 y más años	18
Total nacional	Melilla	Total	Hombres	Total	264
Total nacional	Melilla	Total	Hombres	De 0 a 49 años	23
Total nacional	Melilla	Total	Hombres	De 50 a 54 años	8
Total nacional	Melilla	Total	Hombres	De 55 a 59 años	11
Total nacional	Melilla	Total	Hombres	De 60 a 64 años	25
Total nacional	Melilla	Total	Hombres	De 65 a 69 años	26
Total nacional	Melilla	Total	Hombres	De 70 a 74 años	33
Total nacional	Melilla	Total	Hombres	De 75 a 79 años	37
Total nacional	Melilla	Total	Hombres	De 80 a 84 años	47
Total nacional	Melilla	Total	Hombres	De 85 a 89 años	30
Total nacional	Melilla	Total	Hombres	De 90 a 94 años	20
Total nacional	Melilla	Total	Hombres	95 y más años	4
Total nacional	Melilla	Total	Mujeres	Total	296
Total nacional	Melilla	Total	Mujeres	De 0 a 49 años	17
Total nacional	Melilla	Total	Mujeres	De 50 a 54 años	14
Total nacional	Melilla	Total	Mujeres	De 55 a 59 años	14
Total nacional	Melilla	Total	Mujeres	De 60 a 64 años	15
Total nacional	Melilla	Total	Mujeres	De 65 a 69 años	17
Total nacional	Melilla	Total	Mujeres	De 70 a 74 años	21
Total nacional	Melilla	Total	Mujeres	De 75 a 79 años	26
Total nacional	Melilla	Total	Mujeres	De 80 a 84 años	58
Total nacional	Melilla	Total	Mujeres	De 85 a 89 años	46
Total nacional	Melilla	Total	Mujeres	De 90 a 94 años	54
Total nacional	Melilla	Total	Mujeres	95 y más años	14
Total nacional	Melilla	Covid-19 Virus identificado	Total	Total	43
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 0 a 49 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 50 a 54 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 55 a 59 años	3
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 60 a 64 años	3
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 65 a 69 años	7
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 70 a 74 años	7
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 75 a 79 años	6
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 80 a 84 años	7
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 85 a 89 años	3
Total nacional	Melilla	Covid-19 Virus identificado	Total	De 90 a 94 años	3
Total nacional	Melilla	Covid-19 Virus identificado	Total	95 y más años	2
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	Total	25
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 0 a 49 años	..
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 50 a 54 años	..
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 55 a 59 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 60 a 64 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 65 a 69 años	5
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 70 a 74 años	5
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 75 a 79 años	5
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 80 a 84 años	5
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 85 a 89 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	De 90 a 94 años	..
Total nacional	Melilla	Covid-19 Virus identificado	Hombres	95 y más años	..
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	Total	18
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 0 a 49 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 50 a 54 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 55 a 59 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 60 a 64 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 65 a 69 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 70 a 74 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 75 a 79 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 80 a 84 años	2
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 85 a 89 años	1
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	De 90 a 94 años	3
Total nacional	Melilla	Covid-19 Virus identificado	Mujeres	95 y más años	2
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	Total	4
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 0 a 49 años	..
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 50 a 54 años	..
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 55 a 59 años	..
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 60 a 64 años	..
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 65 a 69 años	..
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 70 a 74 años	1
Total nacional	Melilla	Covid-19 Virus no identificado (sospechoso)	Total	De 75 a 79 años	..
